00.000147,A,slurping,0
00.000164,C,slurping,2
00.000193,D,slurping,0
00.000227,E,slurping,1
00.000250,F,slurping,2
00.000288,G,slurping,0
00.000344,B,slurping,1
00.000357,I,slurping,1
00.000368,H,slurping,2
01.000258,D,swallowing
01.000283,A,swallowing
01.000300,C,swallowing
01.000304,F,swallowing
01.000309,E,swallowing
01.000359,G,swallowing
01.000423,B,swallowing
01.000434,I,swallowing
01.000441,H,swallowing
01.001083,J,slurping,0
01.001115,K,slurping,1
02.000361,D,idle
02.000375,F,idle
02.000389,C,idle
02.000393,C,slurping,1
02.000402,A,idle
02.000412,A,slurping,2
02.000435,E,idle
02.000447,E,slurping,0
02.000461,D,slurping,2
02.000476,G,idle
02.000502,G,slurping,1
02.000517,F,slurping,0
02.000540,H,idle
02.000553,H,slurping,2
02.000567,B,idle
02.000581,I,idle
02.001167,J,swallowing
02.001183,K,swallowing
02.002077,I,slurping,0
02.002109,B,slurping,1
03.000512,C,swallowing
03.000536,A,swallowing
03.000562,F,swallowing
03.000569,D,swallowing
03.000585,E,swallowing
03.000599,G,swallowing
03.000639,H,swallowing
03.001245,J,idle
03.001257,K,idle
03.001373,K,slurping,2
03.001382,J,slurping,0
03.002151,I,swallowing
03.002181,B,swallowing
04.000618,C,idle
04.000634,A,idle
04.000647,A,slurping,1
04.000669,F,idle
04.000680,E,idle
04.000699,E,slurping,2
04.000708,G,idle
04.000719,H,idle
04.000729,H,slurping,1
04.000745,D,idle
04.000756,D,slurping,2
04.000770,F,slurping,1
04.000783,C,slurping,0
04.000794,G,slurping,0
04.001442,K,swallowing
04.001448,J,swallowing
04.002222,I,idle
04.002251,B,idle
04.002375,B,slurping,2
04.002387,I,slurping,0
05.000738,A,swallowing
05.000788,E,swallowing
05.000815,H,swallowing
05.000845,F,swallowing
05.000869,D,swallowing
05.000886,C,swallowing
05.000899,G,swallowing
05.001504,J,idle
05.001535,K,idle
05.001631,K,slurping,0
05.001644,J,slurping,1
05.002445,B,swallowing
05.002540,I,swallowing
06.000838,A,idle
06.000842,A,slurping,2
06.000892,E,idle
06.000908,F,idle
06.000920,F,slurping,1
06.000949,H,idle
06.000961,C,idle
06.000971,C,slurping,0
06.000972,G,idle
06.000985,H,slurping,2
06.001002,E,slurping,0
06.001019,D,idle
06.001028,D,slurping,2
06.001039,G,slurping,1
06.001704,K,swallowing
06.001715,J,swallowing
06.002546,B,idle
06.002628,B,slurping,0
06.002651,I,idle
06.002655,I,slurping,1
07.000945,A,swallowing
07.001012,F,swallowing
07.001029,C,swallowing
07.001059,H,swallowing
07.001082,D,swallowing
07.001095,E,swallowing
07.001110,G,swallowing
07.001777,K,idle
07.001781,J,idle
07.001849,K,slurping,2
07.001904,J,slurping,0
07.002738,I,swallowing
07.002929,B,swallowing
08.001048,A,idle
08.001053,A,slurping,0
08.001097,F,idle
08.001101,F,slurping,1
08.001119,H,idle
08.001129,H,slurping,1
08.001143,C,idle
08.001147,C,slurping,2
08.001173,D,idle
08.001185,D,slurping,0
08.001205,G,idle
08.001215,G,slurping,1
08.001226,E,idle
08.001232,E,slurping,2
08.001919,K,swallowing
08.001979,J,swallowing
08.002824,I,idle
08.002847,I,slurping,2
08.003004,B,idle
08.003008,B,slurping,0
09.001159,A,swallowing
09.001195,F,swallowing
09.001198,H,swallowing
09.001214,C,swallowing
09.001270,D,swallowing
09.001303,G,swallowing
09.001315,E,swallowing
09.001995,K,idle
09.002049,J,idle
09.002059,K,slurping,0
09.002105,J,slurping,1
09.002930,I,swallowing
09.003091,B,swallowing
10.001275,A,idle
10.001280,A,slurping,2
10.001304,H,idle
10.001312,H,slurping,0
10.001332,C,idle
10.001338,C,slurping,1
10.001364,F,idle
10.001373,F,slurping,2
10.001389,G,idle
10.001399,G,slurping,0
10.001415,E,idle
10.001421,E,slurping,1
10.001425,D,idle
10.001429,D,slurping,2
10.002135,K,swallowing
10.002172,J,swallowing
10.003017,I,idle
10.003057,I,slurping,0
10.003172,B,idle
10.003175,B,slurping,1
11.001393,A,swallowing
11.001418,H,swallowing
11.001438,C,swallowing
11.001491,D,swallowing
11.001509,E,swallowing
11.001526,F,swallowing
11.001553,G,swallowing
11.002206,K,idle
11.002257,J,idle
11.002291,K,slurping,2
11.002314,J,slurping,0
11.003141,I,swallowing
11.003255,B,swallowing
12.001511,A,idle
12.001528,A,slurping,0
12.001565,C,idle
12.001598,F,idle
12.001599,D,idle
12.001607,F,slurping,1
12.001618,H,idle
12.001631,H,slurping,0
12.001646,D,slurping,2
12.001663,C,slurping,1
12.001677,G,idle
12.001690,G,slurping,1
12.001702,E,idle
12.001709,E,slurping,2
12.002372,K,swallowing
12.002386,J,swallowing
12.003225,I,idle
12.003287,I,slurping,2
12.003337,B,idle
12.003341,B,slurping,0
13.001622,A,swallowing
13.001699,F,swallowing
13.001713,H,swallowing
13.001725,C,swallowing
13.001729,G,swallowing
13.001739,D,swallowing
13.001776,E,swallowing
13.002458,K,idle
13.002468,J,idle
13.002517,K,slurping,0
13.002576,J,slurping,1
13.003365,I,swallowing
13.003420,B,swallowing
14.001738,A,idle
14.001750,A,slurping,2
14.001790,F,idle
14.001798,F,slurping,0
14.001821,G,idle
14.001832,G,slurping,1
14.001847,E,idle
14.001856,E,slurping,2
14.001869,H,idle
14.001882,D,idle
14.001893,D,slurping,1
14.001905,H,slurping,0
14.002093,C,idle
14.002103,C,slurping,2
14.002592,K,swallowing
14.002647,J,swallowing
14.003443,I,idle
14.003496,B,idle
14.003523,I,slurping,0
14.003574,B,slurping,1
15.001840,A,swallowing
15.001900,E,swallowing
15.001921,F,swallowing
15.001933,G,swallowing
15.001963,D,swallowing
15.001975,H,swallowing
15.002187,C,swallowing
15.002665,K,idle
15.002716,J,idle
15.002750,K,slurping,2
15.002801,J,slurping,0
15.003600,I,swallowing
15.003650,B,swallowing
16.001953,A,idle
16.001958,A,slurping,0
16.001993,E,idle
16.002012,G,idle
16.002023,G,slurping,1
16.002046,H,idle
16.002047,F,idle
16.002062,H,slurping,2
16.002076,D,idle
16.002082,D,slurping,1
16.002098,E,slurping,1
16.002110,F,slurping,0
16.002268,C,idle
16.002272,C,slurping,2
16.002881,K,swallowing
16.002918,J,swallowing
16.003673,I,idle
16.003726,B,idle
16.003750,B,slurping,2
16.003801,I,slurping,0
17.002049,A,swallowing
17.002132,G,swallowing
17.002151,H,swallowing
17.002167,D,swallowing
17.002191,E,swallowing
17.002206,F,swallowing
17.002344,C,swallowing
17.002991,K,idle
17.003003,K,slurping,0
17.003025,J,idle
17.003034,J,slurping,1
17.003828,B,swallowing
17.003881,I,swallowing
18.002153,A,idle
18.002159,A,slurping,2
18.002219,G,idle
18.002228,G,slurping,0
18.002251,H,idle
18.002258,D,idle
18.002274,F,idle
18.002287,F,slurping,0
18.002304,E,idle
18.002309,E,slurping,1
18.002321,H,slurping,1
18.002333,D,slurping,2
18.002419,C,idle
18.002424,C,slurping,2
18.003088,K,swallowing
18.003114,J,swallowing
18.003932,B,idle
18.003946,I,idle
18.004002,B,slurping,0
18.004036,I,slurping,1
19.002258,A,swallowing
19.002314,G,swallowing
19.002369,F,swallowing
19.002389,E,swallowing
19.002400,H,swallowing
19.002422,D,swallowing
19.002501,C,swallowing
19.003193,K,idle
19.003205,K,slurping,2
19.003219,J,idle
19.003229,J,slurping,0
19.004087,B,swallowing
19.004106,I,swallowing
20.002359,A,idle
20.002364,A,slurping,0
20.002413,G,idle
20.002420,G,slurping,1
20.002455,F,idle
20.002462,F,slurping,1
20.002480,E,idle
20.002504,E,slurping,2
20.002521,H,idle
20.002532,H,slurping,0
20.002552,D,idle
20.002572,D,slurping,1
20.002585,C,idle
20.002591,C,slurping,2
20.003288,K,swallowing
20.003307,J,swallowing
20.004171,B,idle
20.004187,I,idle
20.004207,I,slurping,2
20.004232,B,slurping,0
21.002457,A,swallowing
21.002510,F,swallowing
21.002532,G,swallowing
21.002582,E,swallowing
21.002599,H,swallowing
21.002656,D,swallowing
21.002666,C,swallowing
21.003368,K,idle
21.003373,K,slurping,0
21.003391,J,idle
21.003423,J,slurping,1
21.004281,I,swallowing
21.004305,B,swallowing
22.002575,A,idle
22.002588,A,slurping,2
22.002611,F,idle
22.002624,F,slurping,0
22.002645,G,idle
22.002654,E,idle
22.002662,E,slurping,2
22.002674,G,slurping,1
22.002694,H,idle
22.002702,H,slurping,0
22.002739,D,idle
22.002751,D,slurping,1
22.002761,C,idle
22.002768,C,slurping,2
22.003519,J,swallowing
22.004186,K,swallowing
22.004374,I,idle
22.004382,I,slurping,0
22.004396,B,idle
22.004424,B,slurping,1
23.002698,A,swallowing
23.002722,F,swallowing
23.002769,E,swallowing
23.002793,G,swallowing
23.002810,H,swallowing
23.002838,D,swallowing
23.002852,C,swallowing
23.003591,J,idle
23.003603,J,slurping,2
23.004263,K,idle
23.004268,K,slurping,0
23.004470,I,swallowing
23.004514,B,swallowing
24.002800,A,idle
24.002808,A,slurping,0
24.002827,F,idle
24.002836,F,slurping,1
24.002867,E,idle
24.002873,E,slurping,1
24.002925,D,idle
24.002892,G,idle
24.002935,C,idle
24.002915,H,idle
24.002947,D,slurping,2
24.002940,G,slurping,0
24.002966,H,slurping,2
24.002977,C,slurping,1
24.003676,J,swallowing
24.004345,K,swallowing
24.004520,I,idle
24.004590,B,idle
24.004601,B,slurping,2
24.005274,I,slurping,0
25.002915,A,swallowing
25.002934,F,swallowing
25.003003,E,swallowing
25.003039,D,swallowing
25.003062,G,swallowing
25.003081,C,swallowing
25.003137,H,swallowing
25.003751,J,idle
25.003809,J,slurping,0
25.004420,K,idle
25.004429,K,slurping,1
25.004683,B,swallowing
25.005352,I,swallowing
26.003026,A,idle
26.003031,A,slurping,2
26.003069,F,idle
26.003074,F,slurping,0
26.003089,E,idle
26.003096,E,slurping,1
26.003119,D,idle
26.003122,D,slurping,2
26.003169,G,idle
26.003177,G,slurping,0
26.003222,C,idle
26.003227,C,slurping,1
26.003255,H,idle
26.003259,H,slurping,2
26.003895,J,swallowing
26.004507,K,swallowing
26.004757,B,idle
26.004810,B,slurping,0
26.005429,I,idle
26.005441,I,slurping,1
27.003129,A,swallowing
27.003271,F,swallowing
27.003307,D,swallowing
27.003340,H,swallowing
27.003552,E,swallowing
27.003575,C,swallowing
27.003589,G,swallowing
27.003978,J,idle
27.004037,J,slurping,2
27.004580,K,idle
27.004589,K,slurping,0
27.004880,B,swallowing
27.005508,I,swallowing
28.003250,A,idle
28.003257,A,slurping,0
28.003371,F,idle
28.003377,F,slurping,1
28.003396,D,idle
28.003402,D,slurping,1
28.003563,H,idle
28.003573,H,slurping,2
28.003651,E,idle
28.003658,C,idle
28.003665,G,idle
28.003674,E,slurping,0
28.003690,C,slurping,1
28.003700,G,slurping,2
28.004108,J,swallowing
28.004663,K,swallowing
28.004948,B,idle
28.005035,B,slurping,2
28.005585,I,idle
28.005596,I,slurping,0
29.003371,A,swallowing
29.003463,F,swallowing
29.003646,H,swallowing
29.003767,E,swallowing
29.003782,C,swallowing
29.004176,J,idle
29.004257,J,slurping,0
29.004733,K,idle
29.004738,K,slurping,1
29.004866,D,swallowing
29.004882,G,swallowing
29.005113,B,swallowing
29.005673,I,swallowing
30.003478,A,idle
30.003489,A,slurping,2
30.003574,F,idle
30.003584,F,slurping,0
30.003717,H,idle
30.003720,H,slurping,1
30.003872,C,idle
30.003888,C,slurping,2
30.003921,E,idle
30.003934,E,slurping,0
30.004351,J,swallowing
30.004809,K,swallowing
30.004942,D,idle
30.004955,D,slurping,1
30.004969,G,idle
30.004980,G,slurping,2
30.005185,B,idle
30.005262,B,slurping,0
30.005747,I,idle
30.005751,I,slurping,1
31.003590,A,swallowing
31.003678,F,swallowing
31.003927,H,swallowing
31.003978,C,swallowing
31.004019,E,swallowing
31.004428,J,idle
31.004493,J,slurping,2
31.004967,K,idle
31.004971,K,slurping,0
31.005051,D,swallowing
31.005082,G,swallowing
31.005333,B,swallowing
31.005826,I,swallowing
32.003774,A,idle
32.003796,F,idle
32.003805,F,slurping,1
32.003831,A,slurping,0
32.004017,H,idle
32.004026,H,slurping,1
32.004061,C,idle
32.004068,C,slurping,2
32.004116,E,idle
32.004126,E,slurping,0
32.004562,J,swallowing
32.005053,K,swallowing
32.005136,D,idle
32.005139,D,slurping,1
32.005181,G,idle
32.005191,G,slurping,2
32.005411,B,idle
32.005497,B,slurping,2
32.005905,I,idle
32.005979,I,slurping,0
33.003915,F,swallowing
33.003939,A,swallowing
33.004110,H,swallowing
33.004147,C,swallowing
33.004211,E,swallowing
33.004635,J,idle
33.004792,J,slurping,0
33.005132,K,idle
33.005142,K,slurping,1
33.005218,D,swallowing
33.005263,G,swallowing
33.005570,B,swallowing
33.006057,I,swallowing
34.004029,F,idle
34.004034,F,slurping,2
34.004057,A,idle
34.004068,A,slurping,0
34.004187,H,idle
34.004191,H,slurping,1
34.004219,C,idle
34.004228,C,slurping,2
34.004292,E,idle
34.004296,E,slurping,0
34.004863,J,swallowing
34.005223,K,swallowing
34.005288,D,idle
34.005298,D,slurping,1
34.005339,G,idle
34.005348,G,slurping,2
34.005641,B,idle
34.005791,B,slurping,0
34.006150,I,idle
34.006154,I,slurping,1
35.004140,F,swallowing
35.004170,A,swallowing
35.004271,H,swallowing
35.004301,C,swallowing
35.004388,E,swallowing
35.004934,J,idle
35.005037,J,slurping,2
35.005309,K,idle
35.005319,K,slurping,0
35.005368,D,swallowing
35.005480,G,swallowing
35.005862,B,swallowing
35.006239,I,swallowing
36.004239,F,idle
36.004245,F,slurping,0
36.004277,A,idle
36.004283,A,slurping,1
36.004346,H,idle
36.004350,H,slurping,1
36.004382,C,idle
36.004388,C,slurping,2
36.004491,E,idle
36.004498,E,slurping,0
36.005116,J,swallowing
36.005412,K,swallowing
36.005444,D,idle
36.005447,D,slurping,1
36.005514,G,idle
36.005519,G,slurping,2
36.005934,B,idle
36.006038,B,slurping,2
36.006323,I,idle
36.006329,I,slurping,0
37.004366,F,swallowing
37.004384,A,swallowing
37.004429,H,swallowing
37.004459,C,swallowing
37.004718,E,swallowing
37.005185,J,idle
37.005250,J,slurping,0
37.005514,K,idle
37.005520,K,slurping,1
37.005533,D,swallowing
37.005641,G,swallowing
37.006123,B,swallowing
37.006403,I,swallowing
38.004510,H,idle
38.004529,H,slurping,2
38.004561,A,idle
38.004575,A,slurping,0
38.004594,F,idle
38.004605,F,slurping,1
38.004629,C,idle
38.004639,C,slurping,2
38.004802,E,idle
38.004807,E,slurping,0
38.005329,J,swallowing
38.005602,K,swallowing
38.005613,D,idle
38.005617,D,slurping,1
38.005720,G,idle
38.005724,G,slurping,2
38.006213,B,idle
38.006252,B,slurping,0
38.006479,I,idle
38.006525,I,slurping,1
39.004639,H,swallowing
39.004671,A,swallowing
39.004687,F,swallowing
39.004741,C,swallowing
39.004878,E,swallowing
39.005415,J,idle
39.005519,J,slurping,2
39.005686,K,idle
39.005691,K,slurping,0
39.005781,D,swallowing
39.005801,G,swallowing
39.006325,B,swallowing
39.006598,I,swallowing
40.004767,H,idle
40.004781,H,slurping,0
40.004807,A,idle
40.004815,A,slurping,1
40.004821,C,idle
40.004825,C,slurping,1
40.004864,F,idle
40.004869,F,slurping,2
40.004963,E,idle
40.004974,E,slurping,0
40.005592,J,swallowing
40.005782,K,swallowing
40.005858,D,idle
40.005873,D,slurping,1
40.005886,G,idle
40.005889,G,slurping,2
40.006395,B,idle
40.006522,B,slurping,2
40.006668,I,idle
40.006694,I,slurping,0
41.004903,H,swallowing
41.004918,C,swallowing
41.004935,A,swallowing
41.004939,F,swallowing
41.005071,E,swallowing
41.005663,J,idle
41.005778,J,slurping,0
41.005853,K,idle
41.005858,K,slurping,1
41.005949,D,swallowing
41.005957,G,swallowing
41.006590,B,swallowing
41.006772,I,swallowing
42.005033,F,idle
42.005052,F,slurping,2
42.005082,H,idle
42.005094,H,slurping,0
42.005111,C,idle
42.005123,C,slurping,1
42.005130,A,idle
42.005134,A,slurping,2
42.005170,E,idle
42.005175,E,slurping,0
42.005865,J,swallowing
42.005933,K,swallowing
42.006024,D,idle
42.006040,G,idle
42.006054,G,slurping,2
42.006066,D,slurping,1
42.006663,B,idle
42.006779,B,slurping,0
42.006854,I,idle
42.006861,I,slurping,1
43.005157,F,swallowing
43.005195,H,swallowing
43.005216,A,swallowing
43.005244,C,swallowing
43.005251,E,swallowing
43.005952,J,idle
43.006046,J,slurping,2
43.006083,K,idle
43.006092,K,slurping,0
43.006128,G,swallowing
43.006134,D,swallowing
43.006851,B,swallowing
43.006945,I,swallowing
44.005261,F,idle
44.005266,F,slurping,0
44.005288,H,idle
44.005297,H,slurping,1
44.005326,A,idle
44.005339,A,slurping,1
44.005350,E,idle
44.005358,E,slurping,2
44.005528,C,idle
44.005532,C,slurping,0
44.006125,J,swallowing
44.006164,K,swallowing
44.006203,D,idle
44.006207,D,slurping,1
44.006307,G,idle
44.006312,G,slurping,2
44.006925,B,idle
44.007015,I,idle
44.007045,I,slurping,2
44.007092,B,slurping,0
45.005366,F,swallowing
45.005394,H,swallowing
45.005436,E,swallowing
45.005456,A,swallowing
45.005624,C,swallowing
45.006203,J,idle
45.006234,K,idle
45.006273,K,slurping,0
45.006289,D,swallowing
45.006295,J,slurping,1
45.006384,G,swallowing
45.007112,I,swallowing
45.007166,B,swallowing
46.005480,F,idle
46.005514,H,idle
46.005545,E,idle
46.005558,E,slurping,1
46.005573,H,slurping,0
46.005590,A,idle
46.005602,A,slurping,2
46.005615,F,slurping,2
46.005706,C,idle
46.005714,C,slurping,0
46.006347,K,swallowing
46.006373,D,idle
46.006391,J,swallowing
46.006406,D,slurping,1
46.006462,G,idle
46.006470,G,slurping,2
46.007188,I,idle
46.007250,B,idle
46.007272,I,slurping,0
46.007298,B,slurping,1
47.005679,E,swallowing
47.005705,A,swallowing
47.005733,H,swallowing
47.005753,F,swallowing
47.005786,C,swallowing
47.006434,K,idle
47.006463,J,idle
47.006512,D,swallowing
47.006525,J,slurping,0
47.006552,G,swallowing
47.006568,K,slurping,2
47.007349,I,swallowing
47.007369,B,swallowing
48.005795,E,idle
48.005807,E,slurping,0
48.005838,A,idle
48.005843,F,idle
48.005860,C,idle
48.005872,C,slurping,2
48.005885,F,slurping,1
48.005907,H,idle
48.005919,H,slurping,0
48.005930,A,slurping,1
48.006580,D,idle
48.006584,D,slurping,1
48.006596,J,swallowing
48.006623,G,idle
48.006634,G,slurping,2
48.006646,K,swallowing
48.007422,I,idle
48.007480,B,idle
48.007507,B,slurping,2
48.007529,I,slurping,0
49.005908,E,swallowing
49.005959,C,swallowing
49.005977,F,swallowing
49.005998,H,swallowing
49.006020,A,swallowing
49.006658,D,swallowing
49.006666,J,idle
49.006706,G,swallowing
49.006713,K,idle
49.006812,J,slurping,0
49.006851,K,slurping,1
49.007578,B,swallowing
49.007602,I,swallowing
50.006046,E,idle
50.006075,C,idle
50.006089,F,idle
50.006103,F,slurping,2
50.006116,A,idle
50.006131,A,slurping,1
50.006157,H,idle
50.006169,H,slurping,2
50.006186,C,slurping,1
50.006198,E,slurping,2
50.006743,D,idle
50.006789,G,idle
50.006891,J,swallowing
50.006933,K,swallowing
50.007672,B,idle
50.007691,I,idle
50.007850,I,slurping,1
51.006202,F,swallowing
51.006236,A,swallowing
51.006244,H,swallowing
51.006263,E,swallowing
51.006276,C,swallowing
51.006975,J,idle
51.007004,K,idle
51.007065,J,slurping,2
51.007090,G,slurping,1
51.007103,K,slurping,2
51.007136,B,slurping,1
51.007174,D,slurping,2
51.007932,I,swallowing
52.006320,F,idle
52.006331,F,slurping,1
52.006358,A,idle
52.006381,H,idle
52.006411,C,idle
52.006506,E,idle
52.007145,J,swallowing
52.007165,G,swallowing
52.007180,K,swallowing
52.007218,B,swallowing
52.007247,D,swallowing
52.008031,I,idle
52.008060,A,slurping,2
52.008088,H,slurping,1
52.008108,E,slurping,2
52.008130,C,slurping,1
52.008168,I,slurping,2
53.006436,F,swallowing
53.007234,J,idle
53.007259,K,idle
53.007278,G,idle
53.007296,D,idle
53.007309,B,idle
53.007340,B,slurping,1
53.008171,H,swallowing
53.008181,A,swallowing
53.008189,E,swallowing
53.008202,C,swallowing
53.008253,I,swallowing
53.009068,D,slurping,2
53.009100,K,slurping,1
53.009113,J,slurping,2
53.009137,G,slurping,1
54.006540,F,idle
54.006545,F,slurping,2
54.007424,B,swallowing
54.008261,A,idle
54.008281,E,idle
54.008315,H,idle
54.008329,I,idle
54.008344,C,idle
54.008357,A,slurping,1
54.009153,D,swallowing
54.009213,J,swallowing
54.009214,K,swallowing
54.009222,G,swallowing
54.010064,H,slurping,2
55.006647,F,swallowing
55.007513,B,idle
55.008438,A,swallowing
55.009247,D,idle
55.009297,K,idle
55.009312,G,idle
55.009332,J,idle
55.010153,H,swallowing
56.006753,F,idle
56.008533,A,idle
56.010231,H,idle
